Id,SalePrice
1579,141483.963595
1580,181443.804866
1581,138131.223339
1582,121641.592983
1583,272457.729712
1584,230263.927598
1585,161901.995568
1586,71169.6011729
1587,93734.5501514
1588,129555.784132
1589,134840.417567
1590,122721.540584
1591,89955.477166
1592,140735.766043
1593,113378.036614
1594,167387.442553
1595,124330.760771
1596,202667.04035
1597,195482.110621
1598,181300.21125
1599,164809.594992
1600,178027.841897
1601,67106.6904347
1602,104304.713725
1603,106874.79907
1604,275342.448276
1605,239200.762158
1606,164727.338007
1607,217673.263675
1608,228674.277566
1609,203566.488243
1610,167417.152576
1611,147213.748164
1612,241263.52041
1613,174946.827938
1614,110686.294375
1615,91054.0064149
1616,91054.0064149
1617,109137.682141
1618,109658.403249
1619,130822.317847
1620,224465.842313
1621,147359.478827
1622,135600.562665
1623,231121.545918
1624,214488.981958
1625,99954.3243892
1626,168197.960642
1627,179156.357745
1628,264816.858665
1629,167068.561589
1630,341980.082234
1631,187406.345432
1632,225305.125893
1633,165912.167733
1634,195512.428857
1635,173001.756203
1636,165588.418124
1637,193307.414111
1638,199916.42692
1639,186143.07077
1640,245635.840962
1641,184329.246572
1642,266623.055146
1643,223012.579001
1644,218865.857196
1645,185033.231794
1646,141711.28511
1647,149977.975029
1648,146200.474176
1649,117556.756312
1650,119889.805286
1651,127336.095222
1652,101344.248978
1653,100983.84885
1654,159750.631324
1655,139763.975655
1656,157250.879733
1657,160559.254284
1658,170916.635379
1659,102230.368622
1660,155176.249041
1661,407238.64404
1662,399766.44661
1663,373852.796622
1664,426602.52608
1665,348859.853478
1666,302884.597089
1667,384874.008789
1668,347886.532329
1669,327401.008062
1670,354422.899675
1671,236287.595143
1672,398309.794379
1673,272694.52912
1674,247298.083929
1675,206505.711066
1676,203427.918901
1677,210733.42668
1678,406697.098231
1679,379532.235826
1680,346764.784373
1681,308215.671422
1682,292421.711761
1683,207640.659987
1684,193300.341759
1685,197848.48057
1686,196357.058722
1687,182298.487444
1688,208100.942838
1689,204850.032885
1690,193821.584606
1691,183938.167347
1692,288440.323593
1693,180355.144718
1694,172391.474481
1695,156967.173263
1696,267994.321669
1697,156675.800163
1698,296411.82636
1699,271824.938992
1700,230365.246612
1701,240693.503214
1702,258204.469047
1703,253859.740262
1704,256427.029656
1705,257360.443536
1706,405923.222708
1707,264510.772791
1708,214943.564814
1709,241941.47298
1710,215023.179952
1711,282297.636166
1712,252408.612326
1713,292576.485154
1714,221067.668758
1715,207709.306036
1716,198226.299261
1717,189452.963851
1718,141078.256705
1719,216724.904491
1720,235870.390971
1721,184184.527854
1722,135707.73006
1723,169178.231038
1724,238824.019375
1725,229342.131394
1726,202283.650918
1727,191226.578312
1728,190246.569164
1729,153377.986256
1730,163331.743578
1731,127599.749402
1732,117106.481626
1733,99718.5537455
1734,114429.223581
1735,128378.204058
1736,102729.215175
1737,261745.417615
1738,211408.763479
1739,321067.893632
1740,244955.021319
1741,202850.017853
1742,196889.707891
1743,187520.37712
1744,266941.434423
1745,219475.100949
1746,227860.167423
1747,199485.873509
1748,239522.642265
1749,158218.900116
1750,133142.945002
1751,219007.623196
1752,101515.417849
1753,177860.922616
1754,198698.667005
1755,158079.518671
1756,119467.023925
1757,99164.5688718
1758,168410.910834
1759,173050.018225
1760,167386.638796
1761,154144.985351
1762,191432.847594
1763,176332.037601
1764,106562.9211
1765,204687.921322
1766,167159.632838
1767,196773.27764
1768,135337.31798
1769,157748.46853
1770,134699.400264
1771,126617.006563
1772,150134.570739
1773,126440.999921
1774,199684.775826
1775,113789.51404
1776,125407.882983
1777,99273.4335993
1778,141408.461831
1779,97551.8434995
1780,155829.92871
1781,124968.741847
1782,94057.2276538
1783,151476.992496
1784,109871.996777
1785,160908.580461
1786,218382.989775
1787,184594.083727
1788,73156.4033351
1789,115141.766962
1790,82759.6238882
1791,240489.361888
1792,144205.183963
1793,146149.52952
1794,152411.501069
1795,119839.173801
1796,101028.378919
1797,129121.112275
1798,112973.293518
1799,87254.7784727
1800,110843.913711
1801,136574.142921
1802,157201.735884
1803,170506.271148
1804,139098.277414
1805,114724.071452
1806,139695.842535
1807,168202.578351
1808,136050.350394
1809,120126.435669
1810,148763.438076
1811,138539.272395
1812,107395.208629
1813,123328.713276
1814,109896.169485
1815,60743.8905707
1816,96219.626032
1817,162773.534506
1818,209616.826662
1819,172803.384338
1820,65708.8695245
1821,145823.482181
1822,174732.209196
1823,54864.7199662
1824,140216.705556
1825,130247.830487
1826,99876.9893301
1827,110218.590158
1828,140292.841707
1829,181215.283275
1830,165755.417165
1831,156365.483925
1832,149582.874936
1833,152667.516271
1834,130153.776367
1835,139684.695191
1836,153728.189731
1837,85355.9688502
1838,119718.185042
1839,95054.6788716
1840,121581.349221
1841,129067.236181
1842,101233.024536
1843,116561.66166
1844,124707.297526
1845,144512.798647
1846,139441.453708
1847,170261.504802
1848,53989.3334977
1849,127975.74925
1850,116762.958687
1851,148262.272877
1852,117663.984229
1853,145416.662828
1854,168999.296379
1855,169427.462249
1856,216197.114513
1857,179216.621494
1858,184419.330645
1859,142677.609412
1860,159080.186711
1861,141241.837647
1862,338104.241727
1863,338104.241727
1864,338104.241727
1865,342599.869896
1866,345953.41982
1867,239638.092399
1868,295965.295735
1869,204098.186333
1870,222303.762244
1871,279519.876562
1872,192562.728937
1873,217525.908912
1874,125382.370773
1875,187450.753696
1876,189813.233031
1877,209137.785915
1878,212798.507796
1879,109287.227368
1880,127712.498795
1881,240900.819472
1882,244328.219432
1883,211605.959055
1884,222108.685339
1885,213136.342519
1886,286604.103825
1887,200943.785797
1888,247080.914332
1889,193223.367519
1890,119415.136196
1891,150487.374775
1892,100220.608723
1893,133158.419055
1894,145637.017318
1895,147300.018069
1896,117647.595013
1897,116331.114351
1898,109557.240502
1899,158746.709681
1900,111064.997579
1901,154288.636987
1902,135432.354678
1903,203316.461684
1904,118189.680086
1905,176384.434171
1906,155613.924889
1907,191898.627881
1908,125181.806985
1909,148357.389395
1910,138586.310214
1911,188689.027262
1912,309371.538681
1913,190313.714529
1914,69160.2918136
1915,323887.419277
1916,83269.2196355
1917,252518.33763
1918,110003.731421
1919,152202.121961
1920,193343.987879
1921,375766.197775
1922,340499.53799
1923,217961.851622
1924,190069.062459
1925,228731.997588
1926,367851.197827
1927,120943.788528
1928,163815.333605
1929,98711.7799522
1930,118114.156445
1931,130874.207263
1932,148832.034909
1933,175462.20973
1934,178672.335261
1935,162291.344967
1936,179322.997911
1937,179291.039638
1938,196351.508279
1939,269686.829008
1940,187771.998229
1941,181280.097686
1942,186070.794624
1943,190876.326753
1944,372293.057149
1945,354244.497427
1946,169039.101849
1947,328376.760461
1948,167419.201864
1949,262213.422755
1950,171451.881462
1951,246040.5653
1952,223507.185109
1953,158771.365766
1954,193344.319491
1955,140419.201671
1956,311237.904565
1957,172841.891337
1958,266891.297823
1959,175025.773675
1960,110000.395665
1961,120233.633798
1962,101344.248978
1963,100983.84885
1964,122578.028502
1965,154965.165764
1966,140505.827165
1967,290173.358933
1968,406577.966225
1969,365387.104841
1970,407389.180033
1971,418711.803784
1972,368438.727194
1973,256410.037505
1974,360112.663285
1975,406149.582936
1976,239530.036277
1977,340502.932021
1978,354117.242538
1979,315811.629667
1980,207297.740954
1981,354336.001749
1982,207423.141498
1983,207423.141498
1984,205192.475941
1985,228519.115195
1986,235842.62585
1987,200283.266207
1988,197043.59984
1989,210164.378479
1990,224810.184832
1991,210733.42668
1992,212815.244175
1993,188841.682016
1994,239820.850663
1995,180882.322377
1996,239995.726507
1997,356209.905021
1998,273267.310172
1999,271748.020387
2000,276269.606314
2001,251958.710049
2002,287824.265951
2003,256685.037886
2004,246942.242988
2005,262114.261157
2006,211942.732205
2007,252730.890177
2008,198594.889493
2009,209477.680023
2010,206331.397858
2011,143149.117456
2012,193015.688998
2013,195300.94515
2014,200338.050658
2015,199750.674178
2016,205591.739373
2017,201709.44001
2018,110854.249399
2019,116200.622099
2020,104125.148452
2021,100293.850887
2022,169344.327882
2023,172125.283964
2024,260134.205056
2025,289383.68898
2026,196701.509449
2027,178577.91822
2028,196612.433237
2029,173701.680435
2030,268319.763693
2031,242869.435991
2032,295290.321778
2033,260996.801811
2034,185804.899893
2035,192207.878437
2036,201244.243621
2037,202840.428756
2038,295335.69286
2039,187932.582377
2040,289276.086191
2041,256627.780677
2042,210477.974083
2043,165820.388259
2044,191820.757551
2045,188588.919219
2046,180473.05518
2047,150093.81013
2048,143765.319349
2049,186540.636188
2050,166370.463151
2051,87013.0407171
2052,139107.311858
2053,133927.1457
2054,84502.7935067
2055,187304.63328
2056,134844.574525
2057,112752.597936
2058,214460.565011
2059,124589.029064
2060,155356.275121
2061,174433.689301
2062,119639.260521
2063,104703.868533
2064,138850.530521
2065,123345.433127
2066,177717.72508
2067,136877.247845
2068,194225.543044
2069,80242.6216918
2070,108661.661928
2071,101482.086621
2072,179567.528407
2073,132063.779985
2074,160377.743403
2075,122524.400243
2076,115577.504832
2077,140096.118883
2078,112849.597082
2079,139682.39713
2080,108830.449593
2081,121829.599639
2082,156927.407345
2083,158266.837167
2084,95929.4880271
2085,121060.310559
2086,131577.308482
2087,147613.8484
2088,123684.352594
2089,79941.5622178
2090,151957.455788
2091,117807.022451
2092,159793.284304
2093,211657.986054
2094,117516.31063
2095,144008.164133
2096,85261.614283
2097,94465.8015625
2098,171513.006849
2099,59026.587271
2100,119862.315531
2101,154875.614246
2102,121436.784449
2103,95380.7068455
2104,199518.01967
2105,135696.441226
2106,133562.299085
2107,218496.027803
2108,117657.596114
2109,122171.905469
2110,131527.174751
2111,146153.058046
2112,151676.838601
2113,127734.01768
2114,114640.988181
2115,159078.095604
2116,125544.237169
2117,139371.312852
2118,118805.240211
2119,104616.709104
2120,111008.665859
2121,80185.9233902
2122,104865.082992
2123,76418.2741913
2124,184482.379356
2125,178223.471469
2126,173265.985223
2127,169339.676264
2128,146567.806545
2129,117673.407457
2130,133646.596641
2131,185942.202127
2132,138254.41751
2133,130745.135131
2134,112270.994545
2135,97361.0026973
2136,105496.562133
2137,129408.858228
2138,140547.076702
2139,139808.1972
2140,126194.773259
2141,123072.471194
2142,118409.731399
2143,147173.758264
2144,136589.270374
2145,121654.566061
2146,141221.455406
2147,172297.455481
2148,162224.280726
2149,147820.856015
2150,178115.339224
2151,102467.964232
2152,154194.536489
2153,161566.654819
2154,88416.4279527
2155,134995.266161
2156,276023.749859
2157,216104.050757
2158,228640.70535
2159,219555.748338
2160,191255.399548
2161,248770.740735
2162,351961.214152
2163,349660.458063
2164,223681.390447
2165,174878.669394
2166,142770.298653
2167,190772.570334
2168,196644.79876
2169,203264.298528
2170,217979.106417
2171,143122.341869
2172,140350.607226
2173,171343.249567
2174,245393.256534
2175,253832.806829
2176,301748.790814
2177,253293.021817
2178,209856.183668
2179,164825.823856
2180,232694.122703
2181,212586.240589
2182,245780.951892
2183,210300.940183
2184,119766.922201
2185,122335.031689
2186,143728.882369
2187,141246.491125
2188,153637.017561
2189,335743.027055
2190,78093.2309343
2191,78093.2309343
2192,75184.7892604
2193,142298.469216
2194,76747.1954124
2195,102992.167527
2196,152672.830648
2197,138343.747285
2198,134432.484989
2199,171689.908043
2200,114462.625672
2201,133116.707424
2202,155422.308925
2203,151468.434127
2204,174455.744574
2205,125911.063944
2206,117110.290952
2207,163276.204023
2208,204827.014179
2209,203474.440995
2210,125181.806985
2211,103606.46025
2212,114563.994353
2213,92298.7108719
2214,156240.144061
2215,94418.0206629
2216,170828.514825
2217,109250.188721
2218,103787.338051
2219,97444.3745583
2220,93167.8481347
2221,323887.419277
2222,318170.972082
2223,311242.300618
2224,214632.031438
2225,160512.8532
2226,200208.883394
2227,197021.583639
2228,282849.605309
2229,225154.044917
2230,167963.444025
2231,231201.128432
2232,179097.101326
2233,180554.746834
2234,253347.195741
2235,271156.348429
2236,244874.779122
2237,320529.424116
2238,206608.410043
2239,133322.811549
2240,208236.257408
2241,163436.607705
2242,135684.107149
2243,133927.644956
2244,109420.084692
2245,102561.72628
2246,133251.467815
2247,97036.6875893
2248,105013.684596
2249,117384.040054
2250,125750.970366
2251,144663.69983
2252,180580.849492
2253,151883.146388
2254,169427.807178
2255,187411.805678
2256,191000.296237
2257,224868.599672
2258,164597.715587
2259,177250.03282
2260,143669.369143
2261,168156.96039
2262,191654.938638
2263,372897.574614
2264,361094.935449
2265,178513.418848
2266,317755.355312
2267,328130.567341
2268,363729.594188
2269,162296.762565
2270,182856.349641
2271,195790.242877
2272,189984.904777
2273,158768.872201
2274,167504.219259
2275,158992.103258
2276,168030.988631
2277,185170.605641
2278,157256.490092
2279,163150.37317
2280,105617.100316
2281,200656.373576
2282,198446.666991
2283,107456.444042
2284,168350.892194
2285,123664.120906
2286,112112.957349
2287,351570.249402
2288,298596.585611
2289,293070.050895
2290,407369.507688
2291,373583.872277
2292,369391.689903
2293,416866.723517
2294,403025.772911
2295,395990.462996
2296,264546.044489
2297,346636.712451
2298,350365.533645
2299,365984.580892
2300,326138.810377
2301,328394.816429
2302,245421.534001
2303,236952.536039
2304,252371.513175
2305,203855.75533
2306,203855.75533
2307,207355.149771
2308,225515.911104
2309,312913.689943
2310,205275.14729
2311,207640.659987
2312,201795.059663
2313,202800.017325
2314,182386.544623
2315,199242.187916
2316,233253.264704
2317,190433.624964
2318,203659.025099
2319,198557.351117
2320,201191.116192
2321,235561.221258
2322,202168.034374
2323,179382.065791
2324,178856.764194
2325,222622.700278
2326,180203.659548
2327,223947.476909
2328,225778.809028
2329,186457.241171
2330,183515.567897
2331,296657.911142
2332,364086.718447
2333,287988.659894
2334,268680.847573
2335,279041.983134
2336,283267.247588
2337,212730.756954
2338,243844.878831
2339,222030.054482
2340,368293.5385
2341,224942.480167
2342,220847.928309
2343,218256.355845
2344,252890.795849
2345,252035.324214
2346,208504.273481
2347,206807.118252
2348,222282.0248
2349,204900.613716
2350,333799.283498
2351,272754.204556
2352,255930.65455
2353,280064.143634
2354,130444.297802
2355,156351.495257
2356,180956.568742
2357,217464.780558
2358,209329.219059
2359,125282.32647
2360,107733.408382
2361,134713.574471
2362,258139.281778
2363,136539.827571
2364,152338.382628
2365,206690.018087
2366,191885.478045
2367,227318.25032
2368,254108.28302
2369,227226.212775
2370,170719.252924
2371,200720.545991
2372,200223.538749
2373,280281.393445
2374,298023.062704
2375,208529.204593
2376,263799.135905
2377,284992.515756
2378,136115.353058
2379,216194.324805
2380,134761.281846
2381,155656.040785
2382,180204.946463
2383,201346.428492
2384,229775.97601
2385,136960.429111
2386,115340.094698
2387,130642.124898
2388,134434.557286
2389,136579.763862
2390,136687.841111
2391,125906.813719
2392,102079.096045
2393,145785.519284
2394,133662.26065
2395,197417.665717
2396,136926.153081
2397,194650.884495
2398,121499.771834
2399,84121.7475498
2400,63525.52106
2401,99821.5469267
2402,120147.82186
2403,193085.663372
2404,142342.198729
2405,149110.721418
2406,120035.644852
2407,117476.991033
2408,140748.65463
2409,122581.545754
2410,179071.353625
2411,103734.566071
2412,140296.594442
2413,129091.771258
2414,174384.096895
2415,172755.759621
2416,122153.04315
2417,111606.230696
2418,118692.42547
2419,153017.152898
2420,103437.322932
2421,152698.641867
2422,101154.655043
2423,135234.011055
2424,165045.822943
2425,275081.966298
2426,146049.267112
2427,123780.07264
2428,149954.691338
2429,102558.344422
2430,109581.354349
2431,119807.746026
2432,127884.435847
2433,124325.721918
2434,131205.871205
2435,143086.31953
2436,81054.5999118
2437,100003.436294
2438,103931.656159
2439,132742.166497
2440,135908.388754
2441,116338.604032
2442,105978.865909
2443,125028.822405
2444,137807.569498
2445,99406.5216698
2446,168555.546479
2447,186509.154395
2448,133013.123129
2449,124026.432823
2450,162081.121228
2451,134813.494261
2452,204313.568808
2453,85509.3530044
2454,116178.098905
2455,106657.659866
2456,132068.079686
2457,121226.257923
2458,109758.154003
2459,110211.801027
2460,144728.516589
2461,116533.634891
2462,134698.900425
2463,140878.155104
2464,185990.260466
2465,144375.088325
2466,133663.708218
2467,146674.218895
2468,100746.957328
2469,113761.221303
2470,199158.061936
2471,179119.10295
2472,195463.638754
2473,142668.14784
2474,139576.766572
2475,203601.227541
2476,121017.794156
2477,108993.08706
2478,169126.548955
2479,130386.412768
2480,149459.387783
2481,115190.749513
2482,119275.933479
2483,104263.611371
2484,125855.608082
2485,111858.953164
2486,144210.461525
2487,214992.252643
2488,130452.549653
2489,157273.177684
2490,129735.116651
2491,115831.526824
2492,172694.790536
2493,148130.845861
2494,167966.974481
2495,113773.32601
2496,237081.178574
2497,154851.329364
2498,97396.705713
2499,96683.5691425
2500,136515.997567
2501,136202.363458
2502,142844.806
2503,136051.866177
2504,196030.046756
2505,217968.30596
2506,251756.932545
2507,292040.958433
2508,251756.932545
2509,239437.308178
2510,219015.200602
2511,199258.844245
2512,220265.823585
2513,210095.221743
2514,203238.609334
2515,144088.024399
2516,165145.444834
2517,125382.370773
2518,134876.104986
2519,219794.761495
2520,200221.023888
2521,206865.129617
2522,218822.851368
2523,123273.12364
2524,134242.709663
2525,133142.539803
2526,137969.821118
2527,108172.481547
2528,122672.838484
2529,175986.403374
2530,125346.230699
2531,226120.378304
2532,227907.147439
2533,210873.502446
2534,213055.669858
2535,271149.843885
2536,223964.219239
2537,199441.984976
2538,200058.723391
2539,192741.973346
2540,206367.101647
2541,198993.65229
2542,202302.591904
2543,109350.037479
2544,138892.90318
2545,138966.42863
2546,144547.97039
2547,133015.984899
2548,180191.060355
2549,172778.708641
2550,633245.951044
2551,157922.578084
2552,122822.447217
2553,86025.8596647
2554,103210.949373
2555,94434.5638386
2556,91164.6640057
2557,115502.530171
2558,183504.329543
2559,138085.819921
2560,118187.821399
2561,105145.763883
2562,119045.473929
2563,128792.972552
2564,171431.656706
2565,115501.479391
2566,164077.1725
2567,139680.965571
2568,176578.855141
2569,170859.876909
2570,126030.217574
2571,209141.508497
2572,142621.034442
2573,190173.211473
2574,254272.480004
2575,137245.800899
2576,142538.480159
2577,148038.871798
2578,88778.9106666
2579,75164.6227494
2580,148030.939586
2581,135094.721243
2582,132840.887239
2583,232643.931511
2584,162467.173341
2585,223697.520273
2586,209970.526757
2587,181486.798391
2588,109055.631278
2589,134298.296835
2590,204157.851166
2591,211502.905137
2592,236461.913337
2593,269379.065127
2594,165934.416442
2595,241739.674784
2596,269224.972936
2597,242719.244118
2598,261688.022222
2599,351367.160613
2600,200495.04494
2601,187057.329767
2602,109137.682141
2603,103313.013539
2604,91054.0064149
2605,109136.137974
2606,142651.741826
2607,161451.077305
2608,191237.915401
2609,152446.241662
2610,79473.5522149
2611,158873.558786
2612,151451.352316
2613,105013.684596
2614,109730.898303
2615,150106.953972
2616,120019.569204
2617,208423.192365
2618,221730.986113
2619,201635.41581
2620,172338.89334
2621,177164.732457
2622,185532.192176
2623,241526.954826
2624,281805.618678
2625,290909.396014
2626,156013.771976
2627,156536.623705
2628,394309.646122
2629,437168.391737
2630,324944.821151
2631,401285.72366
2632,395364.614467
2633,280643.240582
2634,362483.574413
2635,142098.186952
2636,181907.838302
2637,198099.149546
2638,253358.898727
2639,188179.070009
2640,140567.241938
2641,120886.257328
2642,212114.521497
2643,124844.371922
2644,154449.836066
2645,102441.789864
2646,98560.6264965
2647,107096.043914
2648,140950.540212
2649,136733.780708
2650,122719.052139
2651,156852.032587
2652,391615.753435
2653,245198.74299
2654,300150.345027
2655,354412.20369
2656,307067.083769
2657,343160.835756
2658,342896.930593
2659,320164.149381
2660,372023.592085
2661,306891.23344
2662,345537.114253
2663,253991.86436
2664,311743.945252
2665,341655.528941
2666,279679.010837
2667,193797.76718
2668,197557.405673
2669,205451.153932
2670,273417.574451
2671,197557.405673
2672,205520.580741
2673,213914.102259
2674,215990.604984
2675,187994.419166
2676,205595.269541
2677,197561.506729
2678,274064.304723
2679,244175.434099
2680,265235.198212
2681,397648.442085
2682,292858.575844
2683,434206.076886
2684,276544.658731
2685,296769.9894
2686,235035.268993
2687,297418.952001
2688,219617.364534
2689,202725.375051
2690,402211.243878
2691,214316.561848
2692,141245.962968
2693,210699.275966
2694,139276.971335
2695,211807.854806
2696,204409.720413
2697,193537.57669
2698,201533.101523
2699,197034.797493
2700,181562.973712
2701,160268.539
2702,126805.395446
2703,145464.70395
2704,144731.705946
2705,111452.564447
2706,105183.205415
2707,123049.981344
2708,114972.697284
2709,85927.8676371
2710,106133.804965
2711,271079.862889
2712,341707.455616
2713,187790.042483
2714,181255.102875
2715,197672.856127
2716,167808.163792
2717,181219.674343
2718,219824.79934
2719,146848.202184
2720,156985.721227
2721,134183.230478
2722,173402.791999
2723,144957.265354
2724,101852.631578
2725,116158.786043
2726,124393.957222
2727,163930.563641
2728,158979.591109
2729,147045.11793
2730,131733.891131
2731,91777.306747
2732,109771.141781
2733,163390.561503
2734,158663.605462
2735,121475.390147
2736,146161.189312
2737,106018.773552
2738,177488.170936
2739,150096.832588
2740,130354.256981
2741,136926.574326
2742,149934.512437
2743,134306.382476
2744,124249.271023
2745,126812.12268
2746,118846.677937
2747,154119.479436
2748,119795.368192
2749,109280.35234
2750,113512.859386
2751,104647.486566
2752,219641.263111
2753,157945.942593
2754,264176.351403
2755,138425.233072
2756,95355.1217649
2757,99626.236563
2758,84780.2011139
2759,146892.164866
2760,166960.224121
2761,122179.725884
2762,129518.994232
2763,188573.127239
2764,144234.01548
2765,230525.224401
2766,145344.224375
2767,104343.107409
2768,138171.800758
2769,123389.123008
2770,131821.584739
2771,100003.436294
2772,95285.6625599
2773,193388.468138
2774,154071.379967
2775,153975.881652
2776,153490.699603
2777,138212.310918
2778,101246.085644
2779,192913.12093
2780,108023.519829
2781,91598.8145827
2782,90348.6077662
2783,116664.420088
2784,123950.848981
2785,157939.027941
2786,63146.5659894
2787,113777.288784
2788,97637.6799414
2789,197494.5208
2790,88257.518453
2791,124731.332926
2792,110075.491511
2793,152552.409835
2794,120734.70111
2795,127514.849387
2796,90633.1021206
2797,232355.59174
2798,144259.691452
2799,127475.090383
2800,75988.747155
2801,103041.456019
2802,128167.39262
2803,206219.888877
2804,142284.562959
2805,84455.5877119
2806,96478.9356252
2807,144269.229809
2808,135005.629391
2809,107748.32833
2810,116862.812611
2811,161767.604349
2812,135061.938971
2813,211774.572709
2814,210190.512933
2815,101875.617211
2816,203212.107102
2817,131148.610938
2818,116442.462706
2819,166517.859213
2820,147812.607619
2821,110224.287618
2822,191981.995682
2823,320156.388785
2824,181772.919806
2825,139775.028488
2826,127317.157691
2827,144640.00075
2828,292898.365509
2829,230645.858688
2830,253784.576685
2831,193305.212926
2832,249487.090612
2833,331488.267058
2834,221344.699105
2835,227536.1807
2836,206444.536924
2837,163557.92534
2838,154026.423353
2839,189208.487876
2840,184106.6275
2841,208357.020833
2842,213288.37905
2843,131298.188815
2844,168756.865858
2845,103197.625252
2846,213705.42101
2847,187445.678631
2848,203756.567186
2849,220869.658064
2850,259510.651238
2851,227240.126691
2852,227321.372864
2853,221131.796452
2854,161901.995568
2855,204822.229649
2856,217201.837119
2857,207376.545522
2858,205067.063426
2859,144652.86092
2860,100339.820313
2861,129622.812164
2862,209143.943456
2863,118377.047305
2864,298226.54425
2865,150487.374775
2866,215203.239522
2867,94832.7269988
2868,134992.222629
2869,143187.33045
2870,156971.308207
2871,105606.493838
2872,64134.1573982
2873,124696.599084
2874,148910.082514
2875,122107.612358
2876,137888.996148
2877,128592.608465
2878,144371.927957
2879,134068.712812
2880,119297.463221
2881,131568.286812
2882,147001.220848
2883,175759.420019
2884,178018.44677
2885,162684.81104
2886,189945.706514
2887,105490.254768
2888,135450.468883
2889,55114.8637162
2890,83165.1496882
2891,155538.390685
2892,50244.1182829
2893,117253.27949
2894,62275.1862782
2895,327936.264964
2896,275342.448276
2897,196434.683892
2898,185519.342282
2899,255518.85174
2900,148497.488043
2901,183545.906421
2902,204855.941405
2903,313403.125741
2904,304966.040647
2905,124020.052046
2906,206645.180293
2907,118011.792109
2908,108532.062532
2909,201846.784196
2910,67517.9334756
2911,109137.682141
2912,136559.953699
2913,108441.934295
2914,91054.0064149
2915,91054.0064149
2916,106943.553771
2917,150151.056492
2918,101991.572044
2919,216269.094594
